Student Roll No,Course Number,Reason for Not allotting Preference
EE15B062,EE4371$outside,Already allotted to inside department version of the course
EE15B062,EE3203$outside,Already allotted to inside department version of the course
EE15B063,EE3203$outside,Already allotted to inside department version of the course
EE15B063,MS3510$outside,Course capacity is full.
EE15B063,GN6001$outside,Slot Clash with already allotted elective course BT4240
EE15B063,EE5121$inside,Course capacity is full.
EE15B063,EE5121$outside,Course capacity is full.
EE15B064,EE3203$inside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE5320(12 credits)+EE6418(9 credits)+EE5141(12 credits)+EE4371(9 credits)+ and EE3203 takes 12 credits which is greater than the 11 remaining elective credits.
EE15B064,EE3203$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE5320(12 credits)+EE6418(9 credits)+EE5141(12 credits)+EE4371(9 credits)+ and EE3203 takes 12 credits which is greater than the 11 remaining elective credits.
EE15B067,EE5121$outside,Already allotted to inside department version of the course
EE15B067,EE6506$outside,Already allotted to inside department version of the course
EE15B068,EE5154$inside,Slot Clash with already allotted elective course CS6700
EE15B068,EE5154$outside,Slot Clash with already allotted elective course CS6700
EE15B069,ID4100$outside,Course capacity is full.
EE15B069,EE5155$inside,Slot Clash with already allotted elective course CH5019
EE15B069,EE5155$outside,Slot Clash with already allotted elective course CH5019
EE15B069,CS6700$outside,Slot Clash with already allotted elective course CH5019
EE15B070,EE5155$outside,Already allotted to inside department version of the course
EE15B070,EE4371$outside,Already allotted to inside department version of the course
EE15B070,MS3510$outside,Slot Clash with already allotted elective course EE4371
EE15B070,MS3510+$outside,Slot Clash with already allotted elective course EE4371
EE15B070,EE6418$inside,Slot Clash with already allotted elective course EE4371
EE15B070,EE6418$outside,Slot Clash with already allotted elective course EE4371
EE15B071,HS1110$outside,Course capacity is full.
EE15B072,ID4100$outside,Course capacity is full.
EE15B072,EE3203$outside,Already allotted to inside department version of the course
EE15B075,EE5121$outside,Already allotted to inside department version of the course
EE15B075,EE5141$outside,Already allotted to inside department version of the course
EE15B075,EE3203$inside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+ and the following electives which have a higher preference got allotted : EE5121(12 credits)+EE5141(12 credits)+MS3590(9 credits)+ and EE3203 takes 12 credits which is greater than the remaining 8 elective credits.
EE15B075,EE3203$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+ and the following electives which have a higher preference got allotted : EE5121(12 credits)+EE5141(12 credits)+MS3590(9 credits)+ and EE3203 takes 12 credits which is greater than the remaining 8 elective credits.
EE15B075,HS2370$outside,Slot Clash with already allotted elective course EE5141
EE15B076,HS1110$outside,Slot Clash with core course EE5141
EE15B076,EE4371$outside,Already allotted to inside department version of the course
EE15B077,EE3203$outside,Already allotted to inside department version of the course
EE15B078,EE4371$outside,Already allotted to inside department version of the course
EE15B078,EE6418$outside,Already allotted to inside department version of the course
EE15B079,EE5154$outside,Already allotted to inside department version of the course
EE15B079,CH5019$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+EE4371(9 credits)+EE5121(12 credits)+ and the following electives which have a higher preference got allotted : EE5154(12 credits)+ and CH5019 takes 9 credits which is greater than the remaining 8 elective credits.
EE15B080,EE3203$outside,Already allotted to inside department version of the course
EE15B081,EE3110$inside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE6418(9 credits)+EE4371(9 credits)+EE3203(12 credits)+EE5141(12 credits)+ and EE3110 takes 12 credits which is greater than the 11 remaining elective credits.
EE15B081,EE3110$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE6418(9 credits)+EE4371(9 credits)+EE3203(12 credits)+EE5141(12 credits)+ and EE3110 takes 12 credits which is greater than the 11 remaining elective credits.
EE15B081,EE5121$inside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE6418(9 credits)+EE4371(9 credits)+EE3203(12 credits)+EE5141(12 credits)+ and EE5121 takes 12 credits which is greater than the 11 remaining elective credits.
EE15B081,EE5121$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE6418(9 credits)+EE4371(9 credits)+EE3203(12 credits)+EE5141(12 credits)+ and EE5121 takes 12 credits which is greater than the 11 remaining elective credits.
EE15B085,CS6700$outside,Course capacity is full.
EE15B085,EE3110$outside,Already allotted to inside department version of the course
EE15B086,CH5019$outside,Slot Clash with already allotted elective course MS3590
EE15B087,EE5121$outside,Already allotted to inside department version of the course
EE15B090,EE3203$outside,Already allotted to inside department version of the course
EE15B090,MA2031$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE5320(12 credits)+EE5121(12 credits)+EE4371(9 credits)+ and the following electives which have a higher preference got allotted : EE3203(12 credits)+ and MA2031 takes 9 credits which is greater than the remaining 8 elective credits.
EE15B090,MA2030$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE5320(12 credits)+EE5121(12 credits)+EE4371(9 credits)+ and the following electives which have a higher preference got allotted : EE3203(12 credits)+ and MA2030 takes 9 credits which is greater than the remaining 8 elective credits.
EE15B093,EE3110$outside,Already allotted to inside department version of the course
EE15B093,EE3203$inside,For this student max credits in semester is 63 and Core courses registered are EE3001(11 credits)+ME3100(10 credits)+EE3402(11 credits)+EE5141(12 credits)+ and the following electives which have a higher preference got allotted : EE3110(12 credits)+ and EE3203 takes 12 credits which is greater than the remaining 7 elective credits.
EE15B093,EE3203$outside,For this student max credits in semester is 63 and Core courses registered are EE3001(11 credits)+ME3100(10 credits)+EE3402(11 credits)+EE5141(12 credits)+ and the following electives which have a higher preference got allotted : EE3110(12 credits)+ and EE3203 takes 12 credits which is greater than the remaining 7 elective credits.
EE15B094,MA2040$outside,Course capacity is full.
EE15B094,EE3110$outside,Already allotted to inside department version of the course
EE15B095,EE5121$inside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+EE3203(12 credits)+CS1200(10 credits)+EE4371(9 credits)+ and EE5121 takes 12 credits which is greater than the 10 remaining elective credits.
EE15B095,EE5121$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+EE3203(12 credits)+CS1200(10 credits)+EE4371(9 credits)+ and EE5121 takes 12 credits which is greater than the 10 remaining elective credits.
EE15B095,EE6418$outside,Already allotted to inside department version of the course
EE15B096,EE4371$outside,Already allotted to inside department version of the course
EE15B098,EE3110$outside,Already allotted to inside department version of the course
EE15B098,HS1110$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3203(12 credits)+EE5121(12 credits)+ and the following electives which have a higher preference got allotted : EE3110(12 credits)+MS3590(9 credits)+ and HS1110 takes 9 credits which is greater than the remaining 8 elective credits.
EE15B098,HS4571$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3203(12 credits)+EE5121(12 credits)+ and the following electives which have a higher preference got allotted : EE3110(12 credits)+MS3590(9 credits)+ and HS4571 takes 9 credits which is greater than the remaining 8 elective credits.
EE15B100,EE3203$inside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+EE5121(12 credits)+EE4371(9 credits)+MA2030(9 credits)+ and EE3203 takes 12 credits which is greater than the 11 remaining elective credits.
EE15B100,EE3203$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+EE5121(12 credits)+EE4371(9 credits)+MA2030(9 credits)+ and EE3203 takes 12 credits which is greater than the 11 remaining elective credits.
EE15B101,MA2031$outside,Course capacity is full.
EE15B102,EE3203$outside,Already allotted to inside department version of the course
EE15B102,HS2370A$outside,Slot Clash with already allotted elective course HS2370
EE15B103,EE3203$outside,Already allotted to inside department version of the course
EE15B103,HS2370$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+MA2030(9 credits)+EE5121(12 credits)+ and the following electives which have a higher preference got allotted : EE3203(12 credits)+ and HS2370 takes 9 credits which is greater than the remaining 8 elective credits.
EE15B103,HS2370A$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+EE3110(12 credits)+MA2030(9 credits)+EE5121(12 credits)+ and the following electives which have a higher preference got allotted : EE3203(12 credits)+ and HS2370A takes 9 credits which is greater than the remaining 8 elective credits.
EE15B107,ID4100$outside,Course capacity is full.
EE15B109,CH5019$outside,For this student max credits in semester is 63 and Core courses registered are ME3100(10 credits)+CS6700(12 credits)+EE3110(12 credits)+EE3203(12 credits)+EE6418(9 credits)+ and CH5019 takes 9 credits which is greater than the 8 remaining elective credits.
